# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	11833
#@/user_id	Window-Corp
a 	啊	c=93 d=5.29402 t=11833
sheng huo 	生活	c=2 d=0.00331267 t=11833
sheng ji 	升級	c=2 d=0.188235 t=11833
sheng lao 	生老	c=1 d=0.0409665 t=11833
sheng wu 	生物	c=1 d=5.14711e-11 t=11833
sheng xia 	省下	c=1 d=4.54463e-17 t=11833
sheng yin 	聲音	c=2 d=0.610284 t=11833
shi 	事	c=4 d=0.469266 t=11833
shi 	使	c=1 d=0.315058 t=11833
shi 	始	c=1 d=1 t=9372
shi 	室	c=1 d=0.000312783 t=11833
shi 	市	c=3 d=0.783893 t=11833
shi 	式	c=1 d=0.0200405 t=11833
shi 	施	c=15 d=0.000909667 t=11833
shi 	是	c=107 d=3.37929 t=11833
shi 	時	c=13 d=1.99715 t=11833
shi 	石	c=3 d=3.27384e-05 t=11833
shi ba 	是吧	c=2 d=0.278037 t=11833
shi bai 	失敗	c=9 d=0.995012 t=11833
shi bie 	識別	c=2 d=0.371595 t=11833
shi bu shi 	是不是	c=15 d=0.653002 t=11833
shi bu shi shi 	是不是是	c=1 d=4.58952e-15 t=11833
shi ce 	實測	c=2 d=0.271009 t=11833
shi chang 	市場	c=2 d=0.00253127 t=11833
shi cheng 	實誠	c=1 d=0.160414 t=11833
shi da fu 	士大夫	c=2 d=2.80416e-16 t=11833
shi fang 	釋放	c=1 d=2.50622e-15 t=11833
shi fou 	是否	c=14 d=0.688059 t=11833
shi fu 	師傅	c=2 d=0.60916 t=11833
shi gong 	施工	c=25 d=1.64178 t=11833
shi gong na ge 	施工那個	c=1 d=2.94618e-06 t=11833
shi hou 	時候	c=21 d=0.949909 t=11833
shi hou bu shi 	時候不是	c=1 d=2.04134e-13 t=11833
shi hua 	實話	c=1 d=7.178e-12 t=11833
shi ji 	世紀	c=0 d=0.0847894 t=11833
shi ji 	實際	c=3 d=0.114842 t=11833
shi ji hu lian 	世紀互聯	c=1 d=0.852144 t=11833
shi ji hu lian 	實際互聯	c=1 d=0.847894 t=11833
shi jian 	時間	c=15 d=0.953506 t=11833
shi jie 	師姐	c=1 d=1 t=9288
shi ju 	視距	c=3 d=2.3866e-07 t=11833
shi liang 	矢量	c=1 d=0.00182715 t=11833
shi liang 	適量	c=0 d=0.000180897 t=11833
shi liang hua 	適量話	c=1 d=0.00181803 t=11833
shi lu 	實錄	c=1 d=0.384812 t=11833
shi ma 	是嗎	c=1 d=0.151072 t=11833
shi pin 	視頻	c=6 d=0.865818 t=11833
shi qing 	事情	c=9 d=0.433936 t=11833
shi shang 	時尚	c=1 d=1 t=11251
shi shi 	事實	c=1 d=1 t=10971
shi shi 	實施	c=4 d=6.14895e-13 t=11833
shi shi 	實時	c=2 d=1.96561 t=10979
shi shi 	試試	c=2 d=0.0366607 t=11833
shi shui 	嗜睡	c=1 d=0.0473589 t=11833
shi tang 	食堂	c=1 d=0.814647 t=11833
shi wai 	室外	c=1 d=3.53022e-16 t=11833
shi xian 	實現	c=10 d=2.01877 t=11833
shi xiang 	事項	c=1 d=1 t=9739
shi ye 	事業	c=1 d=0.923116 t=11833
shi yong 	使用	c=21 d=1.17572 t=11833
shi yong 	適用	c=1 d=0.438235 t=11833
shi you 	室友	c=3 d=1.73868 t=11833
shi you 	是有	c=1 d=0.225373 t=11833
shi zai 	實在	c=3 d=0.00484 t=11833
shi zheng 	市政	c=13 d=0.0682212 t=11833
shou 	手	c=1 d=0.0706512 t=11833
shou 	收	c=2 d=2.3143e-06 t=11833
shou 	首	c=1 d=1 t=10463
shou bian 	手邊	c=1 d=0.307279 t=11833
shou bing 	手柄	c=1 d=7.76104e-19 t=11833
shou ce 	手冊	c=1 d=1 t=9531
shou dao 	收到	c=8 d=0.56057 t=11833
shou dong 	手動	c=2 d=0.00117985 t=11833
shou fei 	收費	c=1 d=3.6084e-09 t=11833
shou fu 	首付	c=1 d=1 t=10420
shou ji 	手機	c=3 d=0.205684 t=11833
shou ji shang 	手機上	c=1 d=0.0407622 t=11833
shou jian 	收件	c=1 d=1 t=11102
shou ru 	收入	c=1 d=0.00067217 t=11833
shou shang 	受傷	c=3 d=4.66661e-10 t=11833
shou shang 	手上	c=1 d=1.32426e-10 t=11833
shou shi 	收拾	c=1 d=0.0213864 t=11833
shou xu 	手續	c=1 d=0.0298969 t=11833
shou ya 	受壓	c=1 d=0.000115067 t=11833
shou ye 	首頁	c=1 d=3.23198e-07 t=11833
shu 	數	c=5 d=0.666977 t=11833
shu 	書	c=5 d=0.678492 t=11833
shu 	熟	c=2 d=0.0344651 t=11833
shu 	豎	c=4 d=7.69585e-09 t=11833
shu biao 	鼠標	c=3 d=0.0213203 t=11833
shu chu 	輸出	c=11 d=0.00489326 t=11833
shu fu 	舒服	c=3 d=0.000696349 t=11833
shu ju 	數據	c=21 d=3.59869 t=11833
shu ju bao 	數據包	c=1 d=0.000251014 t=11833
shu liang 	數量	c=6 d=3.08509 t=10801
shu lie 	數列	c=1 d=0.00548905 t=11833
shu qian 	書籤	c=1 d=7.19781e-15 t=11833
shu qu xian 	豎曲線	c=2 d=1.63251e-07 t=11833
shu ren 	熟人	c=1 d=0.000155324 t=11833
shu ru 	輸入	c=8 d=0.72286 t=11833
shu ru fa 	輸入法	c=1 d=0.0652193 t=11833
shu xian 	豎線	c=1 d=6.77864e-15 t=11833
shu xiang 	豎向	c=1 d=0.000147748 t=11833
shu xing 	屬性	c=2 d=4.01148e-11 t=11833
shu xu guan 	鼠鬚管	c=1 d=1.33366e-05 t=11833
shu xue 	數學	c=5 d=0.000838096 t=11833
shu zi 	數字	c=1 d=0.995012 t=11833
shua 	刷	c=2 d=0.384015 t=11833
shuang 	爽	c=0 d=3.37259e-09 t=11833
shuang 	雙	c=3 d=0.912037 t=11833
shuang ceng 	雙層	c=1 d=1 t=11477
shuang fang 	雙方	c=2 d=1.88692 t=10433
shuang lan 	雙欄	c=1 d=0.527292 t=11833
shuang wai wai 	爽歪歪	c=1 d=3.38949e-08 t=11833
shuang xiang 	雙向	c=3 d=0.000395341 t=11833
shuang xiu 	雙休	c=1 d=5.19619e-05 t=11833
shui 	水	c=3 d=0.0645703 t=11833
shui 	睡	c=2 d=0.740818 t=11833
shui 	誰	c=2 d=0.0483156 t=11833
shui ji 	水劑	c=1 d=1 t=10733
shui jiao 	睡覺	c=1 d=0.557106 t=11833
shui le 	睡了	c=1 d=0.83527 t=11833
shui pin 	水品	c=1 d=0.000259956 t=11833
shui ping 	水平	c=3 d=0.778801 t=11833
shui ping li 	水平裏	c=1 d=0.00189223 t=11833
shui qian 	睡前	c=1 d=0.017163 t=11833
shui wei 	水位	c=1 d=1 t=8697
shun 	順	c=2 d=0.0643678 t=11833
shun feng 	順豐	c=1 d=1 t=11077
shun feng 	順風	c=1 d=0.29671 t=11833
shun li 	順利	c=1 d=2.67918e-06 t=11833
shun xu 	順序	c=2 d=3.24763e-05 t=11833
shuo 	說	c=22 d=1.3611 t=11833
shuo bu ding 	說不定	c=1 d=0.171187 t=11833
shuo dao 	說道	c=1 d=0.105928 t=11833
shuo de 	說的	c=5 d=0.970446 t=11833
shuo duo 	說多	c=1 d=0.357007 t=11833
shuo fu 	說服	c=1 d=5.0862e-18 t=11833
shuo gei wo 	說給我	c=1 d=0.0997588 t=11833
shuo hao 	說好	c=1 d=0.527292 t=11833
shuo hua 	說話	c=2 d=0.497165 t=11833
shuo ming 	說明	c=5 d=0.35189 t=11833
shuo sha 	說啥	c=0 d=0.00071546 t=11833
shuo shi hua 	說實話	c=2 d=0.00388746 t=11833
shuo shuo 	說說	c=1 d=0.113042 t=11833
shuo xia 	說下	c=1 d=7.73442e-08 t=11833
shuo yi 	說一	c=2 d=0.535261 t=11833
si 	四	c=3 d=2.88362 t=11136
si 	寺	c=1 d=0.392586 t=11833
si 	死	c=0 d=0.0814647 t=11833
si he yuan 	四合院	c=1 d=0.0183156 t=11833
si hu 	似乎	c=0 d=0.00422141 t=11833
si ji 	司機	c=2 d=0.000931142 t=11833
si ji 	四級	c=1 d=7.20026e-19 t=11833
si jia 	四家	c=1 d=1 t=10704
si jia che 	私家車	c=1 d=1 t=10705
si jing tang 	泗涇塘	c=1 d=3.61959e-16 t=11833
si kao 	思考	c=1 d=1.03133e-10 t=11833
si lu 	思路	c=2 d=0.728867 t=11833
si mi 	私密	c=2 d=2.67627e-15 t=11833
si qi 	私企	c=1 d=1 t=10304
si qian 	四千	c=1 d=0.000934966 t=11833
si wang 	死亡	c=4 d=0.0501168 t=11833
si ye 	四爺	c=1 d=1.21887e-05 t=11833
si ye cao 	四葉草	c=2 d=0.97531 t=11833
song 	崧	c=1 d=1 t=9607
song 	松	c=7 d=5.24553e-09 t=11833
song 	淞	c=3 d=1.06632 t=11657
song 	送	c=3 d=1.38553 t=11833
song jiang 	松江	c=1 d=2.2064e-16 t=11833
song kou qi 	鬆口氣	c=1 d=0.0987662 t=11833
song ti 	宋體	c=1 d=0.00392653 t=11833
sou suo 	搜索	c=1 d=0.246597 t=11833
su 	素	c=0 d=0.0305746 t=11833
su 	蘇	c=1 d=4.27779e-11 t=11833
su du 	速度	c=5 d=1.6168 t=11833
su liao 	塑料	c=1 d=1 t=11566
su she 	宿舍	c=4 d=0.883888 t=11833
su su 	蘇蘇	c=1 d=1.14275e-11 t=11833
su tian tu 	素填土	c=1 d=0.307279 t=11833
su zhou 	蘇州	c=1 d=1 t=9690
suan 	算	c=5 d=0.117835 t=11833
suan 	酸	c=2 d=0.177284 t=11833
suan fa 	算法	c=2 d=0.537944 t=11833
suan le 	算了	c=1 d=1 t=10945
suan teng 	痠疼	c=1 d=1.59722e-09 t=11833
sui hang 	隨行	c=1 d=0.197899 t=11833
sui ji 	隨機	c=4 d=0.0177446 t=11833
sui kou 	隨口	c=1 d=0.00131358 t=11833
sui ran 	雖然	c=1 d=3.07697e-17 t=11833
sui yi 	隨意	c=1 d=0.0944202 t=11833
sui zhe 	隨着	c=1 d=0.00546167 t=11833
sun 	孫	c=2 d=1.99501 t=11508
suo 	所	c=1 d=0.000788798 t=11833
suo 	索	c=1 d=9.16921e-10 t=11833
suo 	鎖	c=5 d=1.82855e-05 t=11833
suo shi 	所示	c=1 d=0.00390694 t=11833
suo shu 	所述	c=1 d=1.90301e-11 t=11833
suo xiao 	縮小	c=1 d=0.0761538 t=11833
suo xu 	所需	c=1 d=1.76977e-10 t=11833
suo yi 	所以	c=13 d=1.49067 t=11833
suo you 	所有	c=5 d=0.00778061 t=11833
suo zai 	所在	c=1 d=0.000389752 t=11833
ta 	他	c=10 d=0.443051 t=11833
ta 	塔	c=1 d=1.50861e-14 t=11833
ta 	她	c=10 d=0.996916 t=11833
ta men 	他們	c=5 d=0.57695 t=11833
tai 	太	c=9 d=1.41448 t=11833
tai 	臺	c=3 d=0.415582 t=11833
tai da 	太大	c=4 d=0.00251428 t=11833
tai du 	態度	c=1 d=1.02849e-07 t=11833
tai duo 	太多	c=1 d=0.264477 t=11833
tai fen 	太分	c=1 d=0.0614212 t=11833
tai feng 	颱風	c=0 d=0.00614212 t=11833
tai gao 	太高	c=1 d=0.000409735 t=11833
tai guo 	泰國	c=1 d=0.425283 t=11833
tai hou 	臺後	c=1 d=0.0934807 t=11833
tai jie 	臺階	c=2 d=1.84278e-05 t=11833
tai ping yang 	太平洋	c=2 d=1.50028 t=11833
tai shi ji 	臺式機	c=1 d=0.0095616 t=11833
tai tou 	臺頭	c=1 d=0.167797 t=11833
tai wan 	臺灣	c=2 d=0.960789 t=11833
tai yang 	太陽	c=11 d=6.82294 t=11833
tai yuan 	太原	c=1 d=8.49049e-17 t=11833
tan 	談	c=3 d=0.000173836 t=11833
tan bu shang 	談不上	c=1 d=0.932394 t=11833
tan suo 	探索	c=1 d=0.100001 t=11832
tan suo zhe 	探索者	c=1 d=1 t=11833
tang 	塘	c=3 d=4.54103e-14 t=11833
tang 	湯	c=2 d=2.03655e-07 t=11833
tang 	趟	c=1 d=0.0237541 t=11833
tang niao bing 	糖尿病	c=1 d=0.467666 t=11833
tao 	套	c=1 d=1 t=10464
tao bao 	淘寶	c=3 d=0.956055 t=11833
tao bi 	逃避	c=2 d=0.373682 t=11833
tao can 	套餐	c=2 d=2.70977e-09 t=11833
tao ci 	陶瓷	c=1 d=2.36638e-16 t=11833
tao jie 	套接	c=1 d=0.401566 t=11833
tao jie zhi 	套接之	c=1 d=0.357007 t=11833
tao jie zi 	套接字	c=7 d=3.63829 t=11833
tao lun 	討論	c=1 d=1.03168e-14 t=11833
tao tong 	套筒	c=2 d=4.29188e-09 t=11833
te 	特	c=1 d=0.109154 t=11833
te bie 	特別	c=2 d=0.0735345 t=11833
te bie shi 	特別是	c=1 d=0.00130703 t=11833
te li 	特利	c=1 d=0.115325 t=11833
te shu 	特殊	c=2 d=0.908144 t=11833
te si la 	特斯拉	c=5 d=0.172188 t=11833
te su 	特素	c=1 d=0.873716 t=11833
te xing 	特性	c=2 d=1.3814 t=11833
te xing dong ci 	特性動詞	c=1 d=0.995012 t=11833
te zheng 	特徵	c=1 d=0.394554 t=11833
te zheng zhi 	特徵值	c=4 d=1.3867 t=11833
teng 	疼	c=1 d=9.785e-10 t=11833
teng xun 	騰訊	c=13 d=4.54332 t=11833
ti 	提	c=7 d=0.627203 t=11833
ti 	梯	c=1 d=1.2601e-14 t=11833
ti che 	提車	c=3 d=1.0029 t=11232
ti dao 	提到	c=1 d=0.878095 t=11833
ti dao 	梯道	c=1 d=1.27914e-14 t=11833
ti gao 	提高	c=1 d=1 t=8810
ti gong 	提供	c=1 d=0.0209629 t=11833
ti ji 	提級	c=1 d=3.28194e-11 t=11833
ti ji 	體積	c=2 d=1.94046e-05 t=11833
ti jian 	體檢	c=1 d=1 t=11079
ti jiao 	提交	c=1 d=2.44268e-07 t=11833
ti mian 	體面	c=1 d=1 t=10635
ti mu 	題目	c=1 d=0.231078 t=11833
ti qian 	提前	c=7 d=0.0850088 t=11833
ti qu 	提取	c=2 d=0.621885 t=11833
ti sheng 	提升	c=1 d=0.574072 t=11833
ti xian 	體現	c=1 d=1.9613e-13 t=11833
ti xing 	提醒	c=1 d=0.00220948 t=11833
ti xu 	剃鬚	c=1 d=1.87468e-11 t=11833
ti yan 	體驗	c=0 d=4.50799e-11 t=11833
ti yan ke 	體驗課	c=1 d=4.53058e-10 t=11833
tian 	填	c=4 d=0.000365224 t=11833
tian 	天	c=11 d=0.620677 t=11833
tian chong 	填充	c=3 d=0.106755 t=11833
tian guan 	天官	c=1 d=0.557106 t=11833
tian jia 	添加	c=2 d=0.0117959 t=11833
tian qi 	天氣	c=3 d=0.394554 t=11833
tian tu 	填土	c=3 d=0.193913 t=11833
tiao 	挑	c=2 d=0.519442 t=11833
tiao 	條	c=3 d=2.55987e-13 t=11833
tiao 	調	c=1 d=1 t=9462
tiao cao 	跳槽	c=2 d=1.73712 t=10327
tiao chu 	跳出	c=1 d=1 t=9134
tiao guo 	跳過	c=2 d=0.366938 t=11833
tiao jian 	條件	c=2 d=0.0349094 t=11833
tiao shi 	調試	c=3 d=0.092182 t=11833
tiao zheng 	調整	c=4 d=0.697676 t=11833
tiao zheng ge 	調整個	c=1 d=0.245367 t=11833
tie 	貼	c=1 d=1 t=11792
tie 	鐵	c=2 d=2.97695e-10 t=11833
ting 	亭	c=4 d=0.000250916 t=11833
ting 	挺	c=1 d=0.000450569 t=11833
ting 	聽	c=3 d=0.110251 t=11833
ting da 	挺大	c=1 d=0.000953854 t=11833
ting dao 	聽到	c=2 d=0.0395575 t=11833
ting hao 	挺好	c=1 d=0.070478 t=11833
ting hao lan 	挺好藍	c=1 d=0.70822 t=11833
ting jian 	聽見	c=1 d=0.000871757 t=11833
ting shuo 	聽說	c=1 d=0.00101791 t=11833
ting ting 	聽聽	c=1 d=0.100259 t=11833
ting wan 	聽完	c=1 d=0.551563 t=11833
tong 	同	c=2 d=7.59212e-12 t=11833
tong 	筒	c=1 d=8.48327e-07 t=11833
tong 	銅	c=1 d=1 t=11816
tong bu 	同步	c=3 d=0.0152985 t=11833
tong dao 	通道	c=6 d=1.30795 t=11833
tong guo 	通過	c=7 d=0.062533 t=11833
tong ji 	同濟	c=2 d=0.0889216 t=11833
tong ji 	同級	c=1 d=8.35555e-05 t=11833
tong ji 	統計	c=2 d=8.87225e-06 t=11833
tong ji da xue 	同濟大學	c=1 d=4.12925e-07 t=11833
tong shi 	同事	c=1 d=2.30121e-11 t=11833
tong xue 	同學	c=3 d=3.1439e-17 t=11833
tong yi 	同一	c=1 d=0.65377 t=11833
tong yi 	同意	c=2 d=4.12492e-13 t=11833
tong yi 	統一	c=5 d=4.19047e-06 t=11833
tong yi ge 	同一個	c=1 d=6.74483e-15 t=11833
tong zhi 	通知	c=1 d=3.27459e-14 t=11833
tou biao 	投標	c=1 d=1.4093e-07 t=11833
tou fa 	頭髮	c=1 d=0.463018 t=11833
tou lu 	透露	c=1 d=0.108067 t=11833
tou teng 	頭疼	c=1 d=0.00406639 t=11833
tou ying 	投影	c=3 d=2.66231e-11 t=11833
tou zi 	投資	c=1 d=2.04558e-08 t=11833
tu 	圖	c=21 d=3.90318 t=11833
tu 	土	c=12 d=2.03381 t=11833
tu biao 	圖標	c=1 d=0.311923 t=11833
tu ceng 	圖層	c=7 d=0.00801602 t=11833
tu ceng 	土層	c=3 d=1.06164 t=11833
tu gong 	土工	c=3 d=2.60831 t=11563
tu gong bu 	土工布	c=1 d=1 t=11540
tu ji 	突擊	c=1 d=6.45024e-19 t=11833
tu jian 	土建	c=1 d=2.43637e-06 t=11833
tu jing 	途徑	c=1 d=2.29683e-18 t=11833
tu mu 	土木	c=1 d=0.000214973 t=11833
tu pian 	圖片	c=2 d=0.965605 t=11833
tu qi 	塗漆	c=1 d=5.05997e-16 t=11833
tu ran 	突然	c=1 d=5.60566e-15 t=11833
tu ren 	土人	c=1 d=0.000188766 t=11833
tu shang 	圖上	c=1 d=0.0244775 t=11833
tu shang 	塗上	c=1 d=2.78321e-13 t=11833
tu xing 	圖形	c=1 d=0.00726273 t=11833
tu zhi 	圖紙	c=33 d=0.752014 t=11833
tu zhong 	圖中	c=1 d=0.0450492 t=11833
tu zhong 	途中	c=1 d=1.10841e-05 t=11833
tu zhuang 	塗裝	c=3 d=2.33598e-05 t=11833
tuan 	團	c=2 d=0.0144076 t=11833
tui 	推	c=1 d=2.2167e-12 t=11833
tui chi 	推遲	c=1 d=1 t=9982
tui chu 	退出	c=6 d=0.224809 t=11833
tui jian 	推薦	c=5 d=0.289384 t=11833
tui jin 	推進	c=1 d=1 t=9116
tui suan 	腿痠	c=1 d=2.20565e-12 t=11833
tuo kou 	脫口	c=1 d=2.63382e-11 t=11833
wa 	挖	c=1 d=0.895834 t=11833
wa 	瓦	c=1 d=0.955997 t=11833
wai 	外	c=1 d=0.852144 t=11833
wai biao 	外表	c=0 d=2.71403e-12 t=11833
wai biao mian 	外表麪	c=1 d=2.72764e-11 t=11833
wai chu 	外出	c=1 d=1 t=10194
wai jie 	外接	c=2 d=0.366045 t=11833
wai li mian 	外裏面	c=1 d=0.000293099 t=11833
wai lou 	外漏	c=1 d=1.46707e-09 t=11833
wai mian 	外面	c=5 d=0.734495 t=11833
wai pi 	外皮	c=1 d=1.22307e-16 t=11833
wai po 	外婆	c=1 d=1.2292e-16 t=11833
wai wai 	歪歪	c=0 d=3.37259e-09 t=11833
wan 	完	c=11 d=0.948785 t=11833
wan 	彎	c=1 d=1 t=9155
wan 	晚	c=2 d=1.68729 t=11281
wan 	玩	c=2 d=1.13199e-17 t=11833
wan 	萬	c=2 d=0.00214651 t=11833
wan bi 	完畢	c=3 d=0.0102549 t=11833
wan cheng 	完成	c=24 d=0.794878 t=11833
wan fan 	晚飯	c=1 d=0.358796 t=11833
wan fen 	萬分	c=1 d=0.438235 t=11833
wan hui 	挽回	c=1 d=0.185444 t=11833
wan ju 	彎矩	c=21 d=0.0101567 t=11833
wan qiao 	萬竅	c=1 d=1 t=9154
wan quan 	完全	c=3 d=0.535261 t=11833
wan quan er qie 	完全而且	c=1 d=1.15761e-16 t=11833
wan shan 	完善	c=1 d=1 t=9096
wan shang 	晚上	c=4 d=0.582748 t=11833
wan shui 	晚睡	c=1 d=5.43536e-05 t=11833
wan zheng 	完整	c=1 d=0.421052 t=11833
wang 	往	c=2 d=5.97282e-11 t=11833
wang 	王	c=3 d=9.68712e-09 t=11833
wang 	網	c=4 d=0.951229 t=11833
wang dao 	王道	c=1 d=0.00316691 t=11833
wang ge 	網格	c=3 d=1.07552e-09 t=11833
wang guo 	王國	c=7 d=0.583764 t=11833
wang hu ning 	王滬寧	c=1 d=8.96597e-11 t=11833
wang ji 	忘記	c=2 d=1.40657 t=10878
wang jing 	望京	c=2 d=2.30175e-06 t=11833
wang ka 	網卡	c=5 d=0.0484004 t=11833
wang le 	忘了	c=1 d=0.00477195 t=11833
wang li hong 	王力宏	c=1 d=2.97731e-12 t=11833
wang luo 	網絡	c=3 d=0.579842 t=11833
wang pan 	網盤	c=1 d=0.591555 t=11833
wang ye 	網頁	c=1 d=7.08461e-05 t=11833
wang yi 	網易	c=1 d=1.31832e-16 t=11833
wang zhan 	網站	c=2 d=1.87954 t=11833
wang zhi 	網址	c=1 d=9.65934e-05 t=11833
wei 	威	c=1 d=2.80927e-05 t=11833
wei 	未	c=2 d=0.0424257 t=11833
wei 	爲	c=27 d=2.23451 t=11833
wei 	魏	c=2 d=0.184639 t=11833
wei bo 	微博	c=1 d=0.941765 t=11833
wei bo 	微波	c=3 d=1.10237 t=11833
wei bo lu 	微波爐	c=1 d=0.0181334 t=11833
wei cheng nian 	未成年	c=1 d=8.76723e-12 t=11833
wei dao 	味道	c=2 d=1.22333e-10 t=11833
wei hai zi 	爲孩子	c=1 d=8.9413e-08 t=11833
wei he 	渭河	c=1 d=3.40706e-10 t=11833
wei he 	爲何	c=1 d=2.69912e-05 t=11833
wei hu 	維護	c=1 d=3.34938e-15 t=11833
wei ji bai ke 	維基百科	c=1 d=1.11222e-16 t=11833
wei jue 	味覺	c=1 d=6.60902e-11 t=11833
wei le 	爲了	c=1 d=0.035437 t=11833
wei ruan 	微軟	c=1 d=1 t=9144
wei shen 	爲什	c=0 d=3.97625e-05 t=11833
wei shen me 	爲什麼	c=5 d=1.81449 t=11833
wei shen ni men 	爲什你們	c=1 d=0.000399619 t=11833
wei xin 	微信	c=18 d=1.14019 t=11833
wei xin ni 	微信你	c=1 d=1 t=8712
wei yi 	位移	c=4 d=0.737573 t=11833
wei yuan 	委員	c=3 d=2.88041e-10 t=11833
wei zhi 	位置	c=11 d=0.252816 t=11833
wei zhu 	爲主	c=1 d=1 t=8861
wen 	問	c=4 d=0.00848038 t=11833
wen 	聞	c=1 d=0.683861 t=11833
wen ben 	文本	c=3 d=0.00035965 t=11833
wen dang 	文檔	c=8 d=4.01454 t=11833
wen dao 	聞到	c=2 d=1.5047 t=11833
wen ding 	穩定	c=5 d=0.0119158 t=11833
wen guo 	問過	c=2 d=2.59241e-10 t=11833
wen hou 	問候	c=1 d=0.0561348 t=11833
wen jian 	文件	c=70 d=1 t=11833
wen jian an 	文件按	c=1 d=3.88812e-05 t=11833
wen jian jia 	文件夾	c=2 d=0.00158844 t=11833
wen jin 	問津	c=0 d=0.0213312 t=11833
wen jin a 	問津啊	c=1 d=0.214381 t=11833
wen ku 	文庫	c=1 d=0.97531 t=11833
wen ta 	問他	c=1 d=0.024972 t=11833
wen ti 	問題	c=14 d=0.764205 t=11833
wen ti ne 	問題呢	c=1 d=2.08293e-15 t=11833
wen wen 	問問	c=1 d=0.00327124 t=11833
wen wen ne 	問問呢	c=3 d=0.0328764 t=11833
wen xia 	問下	c=5 d=0.565525 t=11833
wen xian 	文獻	c=1 d=0.204948 t=11833
wen yi 	文藝	c=1 d=0.0987662 t=11833
wen zhang 	文章	c=1 d=0.201897 t=11833
wen zi 	文字	c=1 d=0.400517 t=11833
wo 	我	c=162 d=6.09495 t=11833
wo ba 	我把	c=0 d=0.1 t=10469
wo ba ma 	我把嗎	c=1 d=1 t=10470
wo bu qing chu 	我不清楚	c=1 d=0.447088 t=11833
wo dang chu 	我當初	c=1 d=0.00293808 t=11833
wo dang shi 	我當時	c=1 d=0.045275 t=11833
wo de 	我的	c=1 d=1 t=11395
wo dei 	我得	c=2 d=2.23395e-06 t=11833
wo du 	我都	c=1 d=0.054204 t=11833
wo er ma 	沃爾瑪	c=0 d=1.73384e-05 t=11833
wo er ni 	我而你	c=1 d=3.28876e-06 t=11833
wo fa xian 	我發現	c=1 d=1 t=9400
wo fang 	我方	c=1 d=0.000194515 t=11833
wo fang 	臥房	c=1 d=0.000193545 t=11833
wo gan jue 	我感覺	c=1 d=2.68749e-13 t=11833
wo ge 	我哥	c=1 d=0.0199405 t=11833
wo gen 	我跟	c=1 d=1 t=10513
wo hai shi 	我還是	c=1 d=0.491644 t=11833
wo jin tian 	我今天	c=1 d=0.00535353 t=11833
wo jiu 	我就	c=1 d=0.913931 t=11833
wo jiu shi 	我就是	c=1 d=1.4605e-15 t=11833
wo jiu shuo 	我就說	c=1 d=0.00195963 t=11833
wo ju 	我局	c=0 d=0.1 t=10615
wo ju de 	我局的	c=1 d=1 t=10616
wo jue de 	我覺得	c=3 d=0.543351 t=11833
wo kan xia 	我看下	c=3 d=0.638932 t=11833
wo kan zhe 	我看着	c=1 d=3.83284e-13 t=11833
wo ke neng 	我可能	c=1 d=8.43952e-05 t=11833
wo ke yi 	我可以	c=1 d=0.000133021 t=11833
wo liang 	我量	c=1 d=0.540641 t=11833
wo ma 	我媽	c=1 d=6.11981e-18 t=11833
wo mai le 	我買了	c=1 d=0.615697 t=11833
wo man man 	我慢慢	c=1 d=5.94824e-07 t=11833
wo mei you 	我沒有	c=1 d=4.75381e-17 t=11833
wo men 	我們	c=30 d=0.561558 t=11833
wo ming tian 	我明天	c=1 d=0.157237 t=11833
wo na jian 	我那件	c=1 d=0.000101546 t=11833
wo na shi hou 	我那時候	c=1 d=0.246597 t=11833
wo qu 	我去	c=4 d=0.582748 t=11833
wo shi fu 	我師傅	c=1 d=0.606531 t=11833
wo shuo de 	我說的	c=1 d=0.000446085 t=11833
wo ting shuo 	我聽說	c=1 d=0.0253494 t=11833
wo wan shang 	我晚上	c=1 d=0.313486 t=11833
wo wen xia 	我問下	c=1 d=1 t=11481
wo xian 	我先	c=1 d=6.13565e-19 t=11833
wo xian zai 	我現在	c=5 d=0.210289 t=11833
wo xuan ze 	我選擇	c=1 d=7.54474e-10 t=11833
wo ye 	我也	c=4 d=0.17069 t=11833
wo ye xiang 	我也想	c=1 d=0.748264 t=11833
wo yi ge 	我一個	c=1 d=6.90007e-18 t=11833
wo yi jing 	我已經	c=1 d=0.187308 t=11833
wo yi wei 	我以爲	c=1 d=1 t=10240
wo you 	我有	c=1 d=0.451581 t=11833
wo you mei 	我又沒	c=0 d=6.82328e-05 t=11833
wo you mei you 	我又沒有	c=1 d=0.000685748 t=11833
wo you shi 	我有時	c=1 d=2.60044e-08 t=11833
wo zai 	我再	c=1 d=1.10382e-15 t=11833
wo zai 	我在	c=1 d=0.00524752 t=11833
wo zhe 	我這	c=2 d=8.09078e-05 t=11833
wo zhe bi a 	我這筆啊	c=1 d=1 t=11371
wo zhe bian 	我這邊	c=7 d=0.0507938 t=11833
wo zhe ge 	我這個	c=2 d=7.59019e-08 t=11833
wo zhi 	我只	c=0 d=8.1155e-16 t=11833
wo zhi hou 	我之後	c=1 d=4.86918e-05 t=11833
wo zhi qian 	我之前	c=1 d=0.70822 t=11833
wo zhi qin a 	我之親啊	c=1 d=0.00100779 t=11833
wo zhi shi 	我只是	c=1 d=8.15618e-15 t=11833
